defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF001251,2023-12-11,EQ0027,Dump Truck,Bolt Torque,Major,Method,Incorrect Procedure,3213.46,6.0,In-Process,Closed
DEF001252,2022-04-08,EQ0013,Grader,Paint Finish,Minor,Method,Inadequate Work Instruction,1493.89,1.22,Customer,Closed
DEF001253,2023-12-14,EQ0047,Grader,Paint Finish,Major,Method,Inadequate Work Instruction,5976.88,3.46,Customer,Open
DEF001254,2022-04-02,EQ0023,Loader,Weld Defect,Major,Machine,Tool Wear,4846.22,3.32,In-Process,In Progress
DEF001255,2022-07-25,EQ0019,Loader,Weld Defect,Major,Machine,Tool Wear,1420.75,7.45,In-Process,Open
DEF001256,2023-04-27,EQ0019,Loader,Hydraulic Leak,Minor,Man,Fatigue,850.99,1.33,Customer,Open
DEF001257,2022-06-07,EQ0041,Dump Truck,Bolt Torque,Minor,Environment,Humidity,1141.35,3.03,In-Process,Closed
DEF001258,2022-01-19,EQ0007,Crane,Weld Defect,Minor,Environment,Humidity,1401.62,0.8,In-Process,Closed
DEF001259,2024-02-19,EQ0022,Excavator,Electrical Fault,Major,Environment,Humidity,4571.97,9.06,Final Inspection,Closed
DEF001260,2023-01-13,EQ0001,Grader,Weld Defect,Critical,Environment,Temperature Variation,7588.03,16.22,In-Process,Closed
DEF001261,2022-01-19,EQ0020,Crane,Hydraulic Leak,Major,Man,Fatigue,2882.96,5.65,Customer,Closed
DEF001262,2023-10-19,EQ0023,Loader,Weld Defect,Major,Man,Fatigue,1044.94,5.71,In-Process,Closed
DEF001263,2023-06-27,EQ0050,Loader,Dimensional Variance,Minor,Measurement,Wrong Instrument,667.18,1.77,In-Process,Closed
DEF001264,2024-03-20,EQ0011,Bulldozer,Paint Finish,Minor,Method,Process Not Followed,406.79,1.15,In-Process,Open
DEF001265,2024-06-18,EQ0004,Excavator,Paint Finish,Minor,Measurement,Calibration Issue,409.39,3.14,Final Inspection,Open
DEF001266,2024-05-21,EQ0042,Bulldozer,Weld Defect,Minor,Method,Process Not Followed,391.79,3.1,Customer,Open
DEF001267,2022-02-21,EQ0013,Grader,Paint Finish,Minor,Measurement,Wrong Instrument,1025.78,1.18,Customer,In Progress
DEF001268,2022-04-06,EQ0048,Bulldozer,Weld Defect,Major,Material,Wrong Specification,5811.73,11.28,Final Inspection,Open
DEF001269,2023-09-11,EQ0018,Grader,Paint Finish,Minor,Machine,Equipment Malfunction,886.27,2.23,In-Process,Open
DEF001270,2023-08-31,EQ0040,Crane,Assembly Error,Major,Man,Fatigue,6638.75,6.16,Final Inspection,Open
DEF001271,2022-07-29,EQ0026,Grader,Paint Finish,Major,Measurement,Calibration Issue,2587.35,8.01,Final Inspection,Open
DEF001272,2024-05-01,EQ0039,Bulldozer,Paint Finish,Critical,Measurement,Calibration Issue,10005.04,18.02,Final Inspection,Closed
DEF001273,2024-11-11,EQ0015,Bulldozer,Alignment Issue,Minor,Machine,Tool Wear,589.61,2.43,In-Process,In Progress
DEF001274,2023-03-27,EQ0012,Dump Truck,Hydraulic Leak,Minor,Machine,Equipment Malfunction,1353.25,1.91,In-Process,In Progress
DEF001275,2023-01-06,EQ0037,Dump Truck,Dimensional Variance,Major,Measurement,Gauge Error,7684.63,11.88,Customer,Closed
DEF001276,2022-12-10,EQ0030,Loader,Hydraulic Leak,Critical,Man,Operator Error,11596.61,15.14,Final Inspection,Open
DEF001277,2024-02-12,EQ0011,Bulldozer,Dimensional Variance,Minor,Method,Incorrect Procedure,1242.22,0.79,In-Process,Closed
DEF001278,2022-11-18,EQ0042,Bulldozer,Paint Finish,Major,Man,Insufficient Training,2348.06,2.88,Customer,Closed
DEF001279,2024-03-31,EQ0007,Crane,Electrical Fault,Minor,Measurement,Calibration Issue,1064.83,2.87,Customer,Closed
DEF001280,2024-12-02,EQ0010,Excavator,Electrical Fault,Minor,Measurement,Wrong Instrument,1058.72,1.5,Customer,Closed
DEF001281,2022-04-27,EQ0037,Dump Truck,Paint Finish,Minor,Man,Insufficient Training,442.68,2.22,Customer,Closed
DEF001282,2023-11-19,EQ0019,Loader,Seal Failure,Major,Measurement,Calibration Issue,6164.39,7.53,In-Process,Open
DEF001283,2024-06-05,EQ0045,Crane,Weld Defect,Major,Environment,Humidity,6605.52,10.54,Final Inspection,Open
DEF001284,2022-07-13,EQ0024,Dump Truck,Calibration Error,Major,Material,Material Contamination,1658.83,7.96,Final Inspection,Open
DEF001285,2024-04-28,EQ0030,Loader,Weld Defect,Minor,Measurement,Calibration Issue,1295.84,1.26,In-Process,Open
DEF001286,2023-03-09,EQ0044,Loader,Hydraulic Leak,Minor,Measurement,Gauge Error,1261.96,2.53,Final Inspection,Closed
DEF001287,2022-12-08,EQ0003,Excavator,Electrical Fault,Critical,Method,Incorrect Procedure,9143.63,34.35,Final Inspection,Closed
DEF001288,2023-12-14,EQ0040,Crane,Weld Defect,Minor,Environment,Temperature Variation,509.13,1.86,Final Inspection,Open
DEF001289,2023-05-11,EQ0007,Crane,Weld Defect,Minor,Man,Operator Error,1148.39,1.44,Final Inspection,Closed
DEF001290,2022-04-26,EQ0005,Loader,Weld Defect,Minor,Material,Wrong Specification,1282.48,3.12,Final Inspection,Closed
DEF001291,2023-04-06,EQ0017,Loader,Paint Finish,Minor,Environment,Vibration,1941.83,3.54,Customer,Closed
DEF001292,2022-09-11,EQ0027,Dump Truck,Weld Defect,Minor,Environment,Temperature Variation,1998.54,1.26,In-Process,In Progress
DEF001293,2023-12-02,EQ0015,Bulldozer,Weld Defect,Minor,Environment,Temperature Variation,325.53,2.6,Final Inspection,Closed
DEF001294,2022-05-17,EQ0021,Excavator,Electrical Fault,Minor,Method,Process Not Followed,1825.81,3.41,In-Process,Open
DEF001295,2023-01-09,EQ0036,Bulldozer,Electrical Fault,Major,Method,Incorrect Procedure,1261.26,8.96,Customer,Closed
DEF001296,2023-06-19,EQ0042,Bulldozer,Paint Finish,Major,Material,Material Contamination,2455.36,9.73,In-Process,Open
DEF001297,2023-10-05,EQ0026,Grader,Paint Finish,Minor,Method,Inadequate Work Instruction,1285.59,0.53,Final Inspection,Closed
DEF001298,2023-11-23,EQ0027,Dump Truck,Dimensional Variance,Minor,Environment,Humidity,1371.1,2.0,Final Inspection,Closed
DEF001299,2024-08-09,EQ0036,Bulldozer,Weld Defect,Major,Environment,Vibration,6105.66,7.62,Customer,Open
DEF001300,2022-08-09,EQ0028,Crane,Hydraulic Leak,Minor,Man,Insufficient Training,1805.66,1.65,Final Inspection,Closed
DEF001301,2022-05-12,EQ0023,Loader,Weld Defect,Major,Method,Process Not Followed,7740.94,6.7,In-Process,Closed
DEF001302,2022-10-06,EQ0041,Dump Truck,Weld Defect,Minor,Environment,Temperature Variation,1471.9,3.91,Final Inspection,Open
DEF001303,2022-12-18,EQ0022,Excavator,Electrical Fault,Minor,Measurement,Calibration Issue,1901.17,0.83,Customer,Open
DEF001304,2022-05-06,EQ0041,Dump Truck,Paint Finish,Minor,Material,Material Contamination,532.69,1.32,In-Process,Open
DEF001305,2022-07-24,EQ0012,Dump Truck,Electrical Fault,Major,Measurement,Wrong Instrument,2879.19,4.97,In-Process,Closed
DEF001306,2022-03-05,EQ0006,Dump Truck,Weld Defect,Major,Man,Fatigue,6659.57,9.54,Customer,In Progress
DEF001307,2024-06-18,EQ0039,Bulldozer,Paint Finish,Minor,Environment,Vibration,1888.36,0.91,Final Inspection,Closed
DEF001308,2022-05-14,EQ0048,Bulldozer,Seal Failure,Major,Measurement,Wrong Instrument,2917.75,8.13,In-Process,In Progress
DEF001309,2024-10-10,EQ0005,Loader,Paint Finish,Minor,Machine,Calibration Drift,1316.07,0.73,In-Process,In Progress
DEF001310,2023-09-30,EQ0046,Excavator,Surface Scratch,Major,Environment,Vibration,6871.39,11.9,Customer,Open
DEF001311,2024-11-07,EQ0005,Loader,Alignment Issue,Major,Man,Operator Error,7020.55,8.67,Customer,Open
DEF001312,2023-10-14,EQ0007,Crane,Paint Finish,Minor,Machine,Tool Wear,526.23,2.52,Customer,Open
DEF001313,2023-05-11,EQ0043,Excavator,Hydraulic Leak,Minor,Method,Inadequate Work Instruction,979.01,2.82,In-Process,Open
DEF001314,2023-12-12,EQ0041,Dump Truck,Weld Defect,Minor,Man,Fatigue,367.89,1.38,Customer,Open
DEF001315,2022-02-03,EQ0017,Loader,Surface Scratch,Minor,Material,Wrong Specification,1610.19,1.57,Customer,Open
DEF001316,2023-08-26,EQ0008,Excavator,Weld Defect,Minor,Material,Material Contamination,519.81,3.11,In-Process,Open
DEF001317,2023-09-07,EQ0045,Crane,Electrical Fault,Minor,Machine,Calibration Drift,614.13,1.33,Final Inspection,Open
DEF001318,2024-12-14,EQ0013,Grader,Paint Finish,Minor,Method,Process Not Followed,657.92,0.63,Final Inspection,Open
DEF001319,2023-08-06,EQ0044,Loader,Weld Defect,Minor,Machine,Equipment Malfunction,890.69,2.67,Final Inspection,In Progress
DEF001320,2022-02-12,EQ0036,Bulldozer,Paint Finish,Major,Material,Substandard Material,6748.35,2.22,Customer,Closed
DEF001321,2024-12-07,EQ0003,Excavator,Surface Scratch,Minor,Method,Inadequate Work Instruction,1295.8,3.58,In-Process,Open
DEF001322,2024-05-24,EQ0044,Loader,Surface Scratch,Minor,Machine,Calibration Drift,1928.3,1.49,Customer,Open
DEF001323,2024-08-21,EQ0019,Loader,Paint Finish,Critical,Measurement,Gauge Error,14158.14,33.68,In-Process,Open
DEF001324,2023-11-28,EQ0048,Bulldozer,Paint Finish,Minor,Material,Material Contamination,1909.17,1.24,Customer,Closed
DEF001325,2024-04-03,EQ0023,Loader,Electrical Fault,Minor,Measurement,Calibration Issue,980.55,2.07,Customer,In Progress
DEF001326,2024-07-24,EQ0044,Loader,Weld Defect,Minor,Environment,Temperature Variation,1023.64,3.49,Final Inspection,Closed
DEF001327,2022-04-16,EQ0049,Excavator,Weld Defect,Major,Man,Operator Error,4082.2,2.82,Customer,In Progress
DEF001328,2024-07-06,EQ0018,Grader,Weld Defect,Minor,Environment,Humidity,1692.68,1.97,In-Process,Closed
DEF001329,2023-11-25,EQ0043,Excavator,Weld Defect,Minor,Man,Insufficient Training,960.28,0.57,Final Inspection,Closed
DEF001330,2023-08-23,EQ0004,Excavator,Paint Finish,Minor,Environment,Temperature Variation,1429.56,1.22,Final Inspection,Closed
DEF001331,2024-06-09,EQ0032,Grader,Hydraulic Leak,Major,Material,Material Contamination,7180.6,11.92,In-Process,Closed
DEF001332,2023-11-18,EQ0041,Dump Truck,Dimensional Variance,Minor,Machine,Calibration Drift,1473.34,3.27,Final Inspection,In Progress
DEF001333,2022-04-04,EQ0027,Dump Truck,Weld Defect,Minor,Measurement,Wrong Instrument,1822.16,3.65,In-Process,Closed
DEF001334,2022-12-10,EQ0009,Dump Truck,Bolt Torque,Minor,Machine,Calibration Drift,423.87,3.86,In-Process,Closed
DEF001335,2023-05-08,EQ0006,Dump Truck,Hydraulic Leak,Minor,Machine,Calibration Drift,1998.19,2.0,Final Inspection,Closed
DEF001336,2022-05-27,EQ0012,Dump Truck,Electrical Fault,Minor,Measurement,Gauge Error,648.86,2.76,Customer,Closed
DEF001337,2022-04-17,EQ0007,Crane,Electrical Fault,Major,Environment,Temperature Variation,4585.04,4.21,In-Process,Open
DEF001338,2022-10-17,EQ0005,Loader,Paint Finish,Minor,Measurement,Calibration Issue,1281.95,0.79,In-Process,Open
DEF001339,2023-08-26,EQ0041,Dump Truck,Electrical Fault,Minor,Environment,Humidity,863.97,3.67,Final Inspection,In Progress
DEF001340,2024-12-09,EQ0001,Grader,Paint Finish,Minor,Method,Incorrect Procedure,1804.76,1.86,In-Process,Open
DEF001341,2024-05-15,EQ0034,Bulldozer,Weld Defect,Minor,Material,Material Contamination,706.27,2.7,Customer,Closed
DEF001342,2024-02-13,EQ0005,Loader,Dimensional Variance,Minor,Environment,Temperature Variation,618.73,2.38,In-Process,Open
DEF001343,2024-01-30,EQ0021,Excavator,Paint Finish,Minor,Man,Insufficient Training,1058.2,3.45,In-Process,Open
DEF001344,2024-07-03,EQ0018,Grader,Paint Finish,Minor,Machine,Equipment Malfunction,1029.77,3.6,Final Inspection,Open
DEF001345,2024-03-05,EQ0019,Loader,Weld Defect,Minor,Measurement,Calibration Issue,1168.73,2.94,Customer,Closed
DEF001346,2024-09-27,EQ0047,Grader,Surface Scratch,Major,Material,Wrong Specification,4470.57,9.73,Final Inspection,Closed
DEF001347,2023-08-11,EQ0036,Bulldozer,Electrical Fault,Minor,Machine,Equipment Malfunction,1710.76,3.0,Final Inspection,Open
DEF001348,2024-07-02,EQ0010,Excavator,Dimensional Variance,Minor,Machine,Calibration Drift,1780.72,3.54,Final Inspection,Closed
DEF001349,2024-05-09,EQ0042,Bulldozer,Hydraulic Leak,Major,Method,Process Not Followed,2855.97,3.5,Final Inspection,In Progress
DEF001350,2022-06-14,EQ0038,Loader,Paint Finish,Minor,Material,Material Contamination,559.5,0.81,In-Process,Closed
DEF001351,2023-03-02,EQ0007,Crane,Weld Defect,Minor,Man,Fatigue,1619.78,2.75,Final Inspection,Closed
DEF001352,2022-03-10,EQ0042,Bulldozer,Dimensional Variance,Minor,Machine,Equipment Malfunction,842.72,2.27,Final Inspection,Closed
DEF001353,2023-06-24,EQ0044,Loader,Paint Finish,Minor,Environment,Humidity,1925.46,1.67,Final Inspection,Open
DEF001354,2023-12-02,EQ0040,Crane,Assembly Error,Minor,Method,Process Not Followed,1756.85,0.96,In-Process,Closed
DEF001355,2022-01-28,EQ0042,Bulldozer,Bolt Torque,Critical,Measurement,Calibration Issue,14328.3,35.37,In-Process,Open
DEF001356,2022-05-03,EQ0045,Crane,Dimensional Variance,Minor,Material,Material Contamination,1252.85,3.14,In-Process,Open
DEF001357,2024-10-24,EQ0012,Dump Truck,Hydraulic Leak,Minor,Man,Fatigue,1700.39,3.98,In-Process,Closed
DEF001358,2023-10-14,EQ0027,Dump Truck,Hydraulic Leak,Minor,Method,Process Not Followed,1006.08,3.75,In-Process,In Progress
DEF001359,2023-09-20,EQ0019,Loader,Hydraulic Leak,Major,Environment,Humidity,1651.07,8.43,Customer,Closed
DEF001360,2022-01-01,EQ0002,Grader,Paint Finish,Minor,Environment,Humidity,1250.39,1.9,Customer,Open
DEF001361,2022-02-02,EQ0010,Excavator,Dimensional Variance,Minor,Measurement,Calibration Issue,863.95,1.7,Final Inspection,Open
DEF001362,2024-12-14,EQ0047,Grader,Electrical Fault,Critical,Environment,Temperature Variation,19366.58,30.44,In-Process,Closed
DEF001363,2023-01-05,EQ0035,Loader,Hydraulic Leak,Major,Man,Insufficient Training,3959.69,4.86,Final Inspection,Closed
DEF001364,2023-05-11,EQ0022,Excavator,Electrical Fault,Major,Man,Insufficient Training,7402.38,2.67,In-Process,Open
DEF001365,2022-06-30,EQ0038,Loader,Hydraulic Leak,Major,Machine,Tool Wear,3158.29,5.08,Customer,Closed
DEF001366,2022-07-04,EQ0008,Excavator,Paint Finish,Minor,Method,Process Not Followed,1100.62,1.09,Final Inspection,Open
DEF001367,2022-01-06,EQ0008,Excavator,Weld Defect,Minor,Environment,Vibration,707.65,0.56,In-Process,Closed
DEF001368,2023-04-08,EQ0033,Grader,Dimensional Variance,Minor,Man,Fatigue,606.19,1.75,Customer,Closed
DEF001369,2024-04-12,EQ0012,Dump Truck,Paint Finish,Minor,Man,Operator Error,1756.15,2.18,In-Process,Open
DEF001370,2024-01-21,EQ0024,Dump Truck,Weld Defect,Minor,Material,Substandard Material,215.59,1.74,Final Inspection,Closed
DEF001371,2023-10-14,EQ0008,Excavator,Hydraulic Leak,Critical,Measurement,Calibration Issue,9200.75,27.9,Final Inspection,Closed
DEF001372,2022-12-10,EQ0020,Crane,Electrical Fault,Major,Measurement,Calibration Issue,5216.22,5.44,In-Process,Closed
DEF001373,2024-12-06,EQ0034,Bulldozer,Paint Finish,Minor,Machine,Equipment Malfunction,1628.58,0.77,Final Inspection,In Progress
DEF001374,2024-01-10,EQ0020,Crane,Surface Scratch,Minor,Method,Process Not Followed,1951.4,0.89,Customer,Open
DEF001375,2023-03-17,EQ0035,Loader,Hydraulic Leak,Minor,Measurement,Calibration Issue,374.78,1.27,In-Process,Closed
DEF001376,2022-03-26,EQ0030,Loader,Dimensional Variance,Minor,Material,Material Contamination,1928.93,0.73,In-Process,In Progress
DEF001377,2022-09-18,EQ0027,Dump Truck,Electrical Fault,Minor,Man,Fatigue,511.49,3.7,Customer,In Progress
DEF001378,2024-08-06,EQ0046,Excavator,Dimensional Variance,Major,Measurement,Calibration Issue,6341.9,2.52,In-Process,Open
DEF001379,2022-05-10,EQ0002,Grader,Hydraulic Leak,Major,Man,Insufficient Training,7332.22,4.95,Customer,Closed
DEF001380,2022-06-30,EQ0020,Crane,Weld Defect,Major,Machine,Tool Wear,7178.58,5.56,In-Process,In Progress
DEF001381,2023-04-03,EQ0043,Excavator,Weld Defect,Major,Method,Inadequate Work Instruction,3151.18,2.1,In-Process,Closed
DEF001382,2022-07-24,EQ0005,Loader,Bolt Torque,Minor,Measurement,Calibration Issue,1798.4,1.93,Final Inspection,Closed
DEF001383,2023-10-03,EQ0039,Bulldozer,Paint Finish,Minor,Environment,Humidity,1710.94,2.01,Final Inspection,In Progress
DEF001384,2022-09-03,EQ0027,Dump Truck,Dimensional Variance,Minor,Machine,Calibration Drift,530.77,2.57,Customer,Closed
DEF001385,2023-07-01,EQ0050,Loader,Paint Finish,Major,Measurement,Calibration Issue,3147.5,2.82,In-Process,Open
DEF001386,2024-05-08,EQ0012,Dump Truck,Seal Failure,Minor,Method,Inadequate Work Instruction,1546.78,3.94,Customer,Open
DEF001387,2022-02-05,EQ0039,Bulldozer,Weld Defect,Minor,Measurement,Calibration Issue,1712.36,2.96,In-Process,Open
DEF001388,2023-05-28,EQ0025,Excavator,Weld Defect,Minor,Measurement,Gauge Error,928.1,0.99,In-Process,Closed
DEF001389,2022-06-21,EQ0028,Crane,Electrical Fault,Major,Environment,Humidity,7495.09,6.02,Customer,Closed
DEF001390,2024-02-21,EQ0004,Excavator,Assembly Error,Critical,Measurement,Calibration Issue,8871.05,16.67,In-Process,Closed
DEF001391,2022-01-08,EQ0024,Dump Truck,Weld Defect,Minor,Environment,Vibration,450.47,3.3,Final Inspection,Closed
DEF001392,2022-09-23,EQ0048,Bulldozer,Dimensional Variance,Minor,Machine,Tool Wear,1020.56,2.96,In-Process,Open
DEF001393,2024-08-06,EQ0019,Loader,Alignment Issue,Major,Machine,Calibration Drift,3377.2,6.93,In-Process,Closed
DEF001394,2024-08-06,EQ0018,Grader,Material Defect,Major,Machine,Equipment Malfunction,3447.54,4.95,In-Process,In Progress
DEF001395,2024-11-14,EQ0028,Crane,Bolt Torque,Minor,Environment,Vibration,241.52,3.75,Final Inspection,Open
DEF001396,2024-02-18,EQ0008,Excavator,Weld Defect,Minor,Machine,Calibration Drift,512.3,3.77,In-Process,Closed
DEF001397,2024-01-05,EQ0043,Excavator,Surface Scratch,Minor,Method,Inadequate Work Instruction,674.28,3.84,Customer,In Progress
DEF001398,2022-03-27,EQ0029,Bulldozer,Electrical Fault,Critical,Environment,Vibration,22412.49,28.31,Customer,In Progress
DEF001399,2024-06-11,EQ0011,Bulldozer,Paint Finish,Minor,Method,Process Not Followed,567.63,0.83,Customer,In Progress
DEF001400,2024-06-02,EQ0015,Bulldozer,Surface Scratch,Major,Measurement,Wrong Instrument,4912.05,7.31,Customer,Closed
DEF001401,2023-12-13,EQ0029,Bulldozer,Paint Finish,Minor,Machine,Tool Wear,1957.96,2.68,In-Process,Closed
DEF001402,2022-04-18,EQ0033,Grader,Paint Finish,Major,Man,Operator Error,7492.35,10.43,In-Process,Closed
DEF001403,2023-02-01,EQ0039,Bulldozer,Hydraulic Leak,Critical,Material,Wrong Specification,10588.84,34.58,Final Inspection,Open
DEF001404,2022-02-01,EQ0012,Dump Truck,Weld Defect,Critical,Environment,Humidity,11585.42,32.32,Customer,Closed
DEF001405,2023-10-23,EQ0035,Loader,Dimensional Variance,Minor,Material,Substandard Material,1911.33,2.49,Customer,Closed
DEF001406,2022-09-07,EQ0008,Excavator,Paint Finish,Minor,Machine,Calibration Drift,1515.94,3.85,Final Inspection,Open
DEF001407,2023-05-06,EQ0041,Dump Truck,Hydraulic Leak,Minor,Machine,Equipment Malfunction,1923.16,1.93,In-Process,Closed
DEF001408,2023-11-10,EQ0040,Crane,Dimensional Variance,Major,Measurement,Wrong Instrument,6111.08,6.93,Customer,Closed
DEF001409,2024-04-07,EQ0026,Grader,Surface Scratch,Minor,Material,Material Contamination,1586.4,3.42,Customer,Closed
DEF001410,2022-11-02,EQ0008,Excavator,Hydraulic Leak,Major,Measurement,Calibration Issue,6420.09,11.39,In-Process,Open
DEF001411,2024-12-12,EQ0034,Bulldozer,Alignment Issue,Minor,Man,Fatigue,1821.93,3.16,In-Process,Open
DEF001412,2023-05-18,EQ0042,Bulldozer,Paint Finish,Critical,Method,Inadequate Work Instruction,22965.56,24.46,Customer,In Progress
DEF001413,2024-05-15,EQ0024,Dump Truck,Hydraulic Leak,Major,Method,Process Not Followed,4466.46,2.18,Final Inspection,Closed
DEF001414,2023-03-25,EQ0045,Crane,Hydraulic Leak,Major,Measurement,Wrong Instrument,2965.08,5.25,Final Inspection,Open
DEF001415,2022-06-12,EQ0014,Bulldozer,Weld Defect,Minor,Material,Wrong Specification,346.09,2.17,Customer,In Progress
DEF001416,2022-11-21,EQ0041,Dump Truck,Alignment Issue,Minor,Method,Process Not Followed,1079.38,2.38,In-Process,Closed
DEF001417,2022-05-12,EQ0018,Grader,Electrical Fault,Major,Machine,Calibration Drift,4685.94,8.84,Final Inspection,In Progress
DEF001418,2022-09-04,EQ0011,Bulldozer,Surface Scratch,Minor,Method,Process Not Followed,1621.84,2.67,Final Inspection,Open
DEF001419,2023-07-04,EQ0037,Dump Truck,Electrical Fault,Major,Environment,Humidity,3228.05,9.68,Final Inspection,Open
DEF001420,2024-04-05,EQ0037,Dump Truck,Paint Finish,Minor,Man,Fatigue,627.65,3.03,In-Process,In Progress
DEF001421,2024-10-29,EQ0021,Excavator,Surface Scratch,Major,Man,Operator Error,1771.8,9.84,Customer,In Progress
DEF001422,2024-08-31,EQ0001,Grader,Electrical Fault,Major,Measurement,Wrong Instrument,7453.75,3.45,Customer,Closed
DEF001423,2023-03-17,EQ0048,Bulldozer,Paint Finish,Minor,Measurement,Gauge Error,501.31,1.84,Customer,Closed
DEF001424,2024-11-30,EQ0035,Loader,Dimensional Variance,Minor,Environment,Vibration,1449.48,3.84,In-Process,In Progress
DEF001425,2022-01-17,EQ0013,Grader,Dimensional Variance,Major,Material,Substandard Material,3100.08,2.05,Final Inspection,Closed
