inspection_id,inspection_date,equipment_id,equipment_name,equipment_type,metric_name,target_value,tolerance,xbar_value,r_value,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,in_control
SPC003152,2024-01-04,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,457.03,29.23,454.92,469.28,440.05,458.35,462.55,True
SPC003153,2023-03-31,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,120.1,6.08,120.12,119.8,122.33,116.25,121.97,True
SPC003154,2023-05-18,EQ0021,Excavator 21,Excavator,Bolt Torque (Nm),200,15.0,197.67,15.33,202.65,201.0,198.88,187.31,198.51,True
SPC003155,2022-04-16,EQ0038,Loader 38,Loader,Paint Thickness (microns),120,10.0,121.05,11.58,117.31,116.84,122.31,120.38,128.42,True
SPC003156,2022-10-22,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,2979.65,156.5,2960.56,2962.6,3000.0,2909.29,3065.79,True
SPC003157,2022-07-31,EQ0025,Excavator 25,Excavator,Hydraulic Pressure (PSI),3000,150.0,2990.99,51.67,2970.33,2998.68,2981.67,3021.99,2982.31,True
SPC003158,2022-09-09,EQ0014,Bulldozer 14,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3010.28,29.59,2997.47,3027.06,3000.24,3025.69,3000.94,True
SPC003159,2023-06-21,EQ0026,Grader 26,Grader,Weld Strength (MPa),450,30.0,451.59,33.23,439.42,447.01,472.65,448.11,450.75,True
SPC003160,2024-10-09,EQ0010,Excavator 10,Excavator,Paint Thickness (microns),120,10.0,118.1,5.92,116.81,118.17,115.08,119.42,121.0,True
SPC003161,2023-03-02,EQ0014,Bulldozer 14,Bulldozer,Bolt Torque (Nm),200,15.0,204.03,6.55,203.97,202.34,208.75,202.2,202.88,True
SPC003162,2022-02-14,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,197.32,10.14,192.07,197.14,198.36,196.81,202.22,True
SPC003163,2022-06-06,EQ0010,Excavator 10,Excavator,Weld Strength (MPa),450,30.0,453.34,23.38,448.02,443.44,457.36,451.08,466.81,True
SPC003164,2024-02-08,EQ0046,Excavator 46,Excavator,Paint Thickness (microns),120,10.0,118.91,13.95,118.66,119.5,128.01,114.06,114.33,True
SPC003165,2024-07-12,EQ0020,Crane 20,Crane,Weld Strength (MPa),450,30.0,446.36,36.96,437.27,464.99,428.02,455.34,446.2,True
SPC003166,2022-01-21,EQ0029,Bulldozer 29,Bulldozer,Weld Strength (MPa),450,30.0,456.0,12.01,459.17,457.62,447.61,455.96,459.63,True
SPC003167,2022-03-06,EQ0027,Dump Truck 27,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3041.29,142.96,3090.91,2986.91,2961.71,3062.27,3104.67,False
SPC003168,2022-01-11,EQ0035,Loader 35,Loader,Weld Strength (MPa),450,30.0,442.19,18.1,451.52,441.19,438.78,433.42,446.02,True
SPC003169,2023-06-06,EQ0031,Loader 31,Loader,Hydraulic Pressure (PSI),3000,150.0,2962.39,143.11,2917.18,2923.54,2954.16,3060.29,2956.76,True
SPC003170,2022-03-02,EQ0038,Loader 38,Loader,Alignment Deviation (mm),0,0.5,-0.13,0.38,-0.33,-0.03,-0.05,-0.28,0.05,True
SPC003171,2024-11-14,EQ0035,Loader 35,Loader,Weld Strength (MPa),450,30.0,447.48,20.67,437.75,451.14,458.42,450.21,439.89,True
SPC003172,2024-01-18,EQ0005,Loader 5,Loader,Hydraulic Pressure (PSI),3000,150.0,2995.36,95.32,2962.85,3030.07,3053.99,2971.25,2958.67,True
SPC003173,2022-03-02,EQ0023,Loader 23,Loader,Paint Thickness (microns),120,10.0,118.81,1.82,118.03,118.37,118.37,119.42,119.85,True
SPC003174,2022-06-20,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,451.2,27.47,459.75,456.97,449.08,457.93,432.27,True
SPC003175,2024-09-13,EQ0023,Loader 23,Loader,Weld Strength (MPa),450,30.0,411.26,10.94,410.6,407.34,416.17,405.63,416.57,False
SPC003176,2024-10-12,EQ0020,Crane 20,Crane,Bolt Torque (Nm),200,15.0,201.68,8.07,198.91,199.39,206.98,203.62,199.48,True
SPC003177,2024-03-30,EQ0030,Loader 30,Loader,Weld Strength (MPa),450,30.0,444.51,33.18,436.48,461.43,428.24,449.68,446.73,True
SPC003178,2023-02-10,EQ0028,Crane 28,Crane,Paint Thickness (microns),120,10.0,111.22,8.22,109.98,115.79,111.41,111.36,107.57,False
SPC003179,2023-02-26,EQ0034,Bulldozer 34,Bulldozer,Bolt Torque (Nm),200,15.0,198.46,12.33,195.42,194.05,195.38,206.39,201.06,True
SPC003180,2024-07-02,EQ0002,Grader 2,Grader,Bolt Torque (Nm),200,15.0,202.08,8.34,201.56,201.12,198.54,206.87,202.31,True
SPC003181,2023-07-11,EQ0030,Loader 30,Loader,Paint Thickness (microns),120,10.0,121.24,5.8,120.72,123.81,123.44,120.19,118.02,True
SPC003182,2024-02-24,EQ0002,Grader 2,Grader,Bolt Torque (Nm),200,15.0,201.61,8.61,197.6,205.2,197.85,206.2,201.2,True
SPC003183,2023-12-24,EQ0005,Loader 5,Loader,Paint Thickness (microns),120,10.0,120.72,10.11,120.57,124.64,122.59,114.54,121.27,True
SPC003184,2022-05-12,EQ0029,Bulldozer 29,Bulldozer,Bolt Torque (Nm),200,15.0,199.24,14.69,201.39,203.63,205.7,191.01,194.48,True
SPC003185,2022-03-11,EQ0038,Loader 38,Loader,Alignment Deviation (mm),0,0.5,-0.02,0.55,-0.3,-0.09,0.24,0.01,0.05,True
SPC003186,2024-04-19,EQ0028,Crane 28,Crane,Paint Thickness (microns),120,10.0,121.06,6.17,122.04,116.44,122.49,121.75,122.6,True
SPC003187,2024-12-22,EQ0033,Grader 33,Grader,Paint Thickness (microns),120,10.0,123.35,16.04,124.07,131.95,115.91,124.9,119.94,True
SPC003188,2022-08-23,EQ0039,Bulldozer 39,Bulldozer,Weld Strength (MPa),450,30.0,446.69,16.88,441.98,455.34,445.19,438.46,452.49,True
SPC003189,2024-05-29,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,456.97,24.25,470.38,456.69,446.13,455.15,456.51,True
SPC003190,2022-05-29,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,451.85,26.7,455.59,449.64,440.5,467.2,446.34,True
SPC003191,2024-02-01,EQ0003,Excavator 3,Excavator,Weld Strength (MPa),450,30.0,443.74,47.68,448.83,446.92,412.11,451.03,459.79,True
SPC003192,2022-09-08,EQ0040,Crane 40,Crane,Hydraulic Pressure (PSI),3000,150.0,3010.63,201.7,2983.39,3109.33,2991.38,2907.63,3061.45,True
SPC003193,2022-01-23,EQ0002,Grader 2,Grader,Paint Thickness (microns),120,10.0,119.09,9.06,119.56,118.51,122.92,113.86,120.57,True
SPC003194,2023-10-21,EQ0011,Bulldozer 11,Bulldozer,Weld Strength (MPa),450,30.0,451.5,18.5,452.51,447.76,446.53,446.1,464.6,True
SPC003195,2024-02-29,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,119.72,10.15,120.68,125.84,117.33,115.69,119.06,True
SPC003196,2024-12-15,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,456.42,21.44,449.8,455.52,471.25,451.06,454.45,True
SPC003197,2023-07-24,EQ0044,Loader 44,Loader,Alignment Deviation (mm),0,0.5,-0.24,0.6,-0.3,-0.54,-0.19,0.05,-0.22,False
SPC003198,2024-05-13,EQ0023,Loader 23,Loader,Bolt Torque (Nm),200,15.0,198.86,6.24,200.26,194.53,200.77,200.23,198.52,True
SPC003199,2023-10-18,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,458.45,28.01,470.16,454.18,472.25,451.44,444.24,True
SPC003200,2024-10-08,EQ0043,Excavator 43,Excavator,Bolt Torque (Nm),200,15.0,201.95,13.93,199.02,204.0,194.54,203.73,208.48,True
SPC003201,2023-07-17,EQ0036,Bulldozer 36,Bulldozer,Bolt Torque (Nm),200,15.0,197.25,9.81,197.66,199.04,190.62,198.48,200.43,True
SPC003202,2024-07-16,EQ0007,Crane 7,Crane,Weld Strength (MPa),450,30.0,449.85,23.5,465.59,452.56,445.83,443.17,442.09,True
SPC003203,2024-02-24,EQ0041,Dump Truck 41,Dump Truck,Weld Strength (MPa),450,30.0,453.7,22.3,461.06,460.18,453.32,455.17,438.75,True
SPC003204,2023-08-07,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2962.46,130.23,2916.93,2962.67,3033.8,2995.32,2903.57,True
SPC003205,2022-01-10,EQ0008,Excavator 8,Excavator,Bolt Torque (Nm),200,15.0,199.07,17.24,207.25,199.39,202.18,196.49,190.02,True
SPC003206,2024-04-04,EQ0021,Excavator 21,Excavator,Hydraulic Pressure (PSI),3000,150.0,3008.19,192.25,2992.91,3028.74,2907.69,3011.66,3099.94,True
SPC003207,2024-12-16,EQ0042,Bulldozer 42,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,2985.99,40.16,2996.76,2962.91,3003.06,2979.13,2988.07,True
SPC003208,2022-02-03,EQ0038,Loader 38,Loader,Hydraulic Pressure (PSI),3000,150.0,3010.93,134.82,2969.59,2933.43,3023.34,3068.25,3060.02,True
SPC003209,2024-04-30,EQ0006,Dump Truck 6,Dump Truck,Paint Thickness (microns),120,10.0,119.37,8.97,125.3,120.15,117.03,118.04,116.34,True
SPC003210,2023-12-10,EQ0007,Crane 7,Crane,Bolt Torque (Nm),200,15.0,205.62,16.22,213.83,205.49,197.62,205.94,205.24,True
SPC003211,2023-10-04,EQ0004,Excavator 4,Excavator,Bolt Torque (Nm),200,15.0,201.37,7.66,205.05,197.39,202.91,198.9,202.58,True
SPC003212,2024-03-16,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,121.19,5.67,123.18,117.52,121.35,121.29,122.6,True
SPC003213,2024-07-19,EQ0029,Bulldozer 29,Bulldozer,Bolt Torque (Nm),200,15.0,203.72,7.04,199.83,206.87,200.9,205.69,205.3,True
SPC003214,2022-09-06,EQ0012,Dump Truck 12,Dump Truck,Paint Thickness (microns),120,10.0,127.39,7.21,127.81,129.44,127.49,129.7,122.49,False
SPC003215,2022-01-22,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,454.8,33.9,438.65,441.66,472.56,451.89,469.24,True
SPC003216,2023-10-24,EQ0019,Loader 19,Loader,Bolt Torque (Nm),200,15.0,200.54,10.2,198.97,200.01,205.7,202.53,195.51,True
SPC003217,2022-06-30,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,447.59,28.48,454.51,455.28,439.03,430.34,458.82,True
SPC003218,2024-01-26,EQ0036,Bulldozer 36,Bulldozer,Alignment Deviation (mm),0,0.5,0.13,0.73,-0.35,0.28,0.38,0.36,-0.02,False
SPC003219,2023-06-16,EQ0039,Bulldozer 39,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,3007.88,92.47,2955.7,3048.17,2990.39,3011.21,3033.92,True
SPC003220,2023-09-16,EQ0006,Dump Truck 6,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3029.3,211.91,3040.78,3009.8,2944.34,2995.36,3156.25,True
SPC003221,2024-02-17,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,120.83,9.13,120.0,120.99,116.06,121.91,125.19,True
SPC003222,2022-10-10,EQ0019,Loader 19,Loader,Alignment Deviation (mm),0,0.5,-0.11,0.34,-0.08,-0.27,-0.21,0.07,-0.05,True
SPC003223,2022-09-16,EQ0011,Bulldozer 11,Bulldozer,Paint Thickness (microns),120,10.0,121.27,3.92,119.01,122.93,120.16,122.77,121.47,True
SPC003224,2024-04-26,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,198.43,13.78,196.68,199.78,203.7,189.92,202.07,True
SPC003225,2024-12-04,EQ0024,Dump Truck 24,Dump Truck,Alignment Deviation (mm),0,0.5,0.1,0.56,0.08,0.34,-0.22,0.34,-0.07,True
SPC003226,2024-09-05,EQ0016,Dump Truck 16,Dump Truck,Bolt Torque (Nm),200,15.0,187.52,6.88,187.06,187.97,188.33,183.68,190.56,False
SPC003227,2023-06-25,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,120.51,11.26,128.27,121.14,118.48,117.66,117.01,True
SPC003228,2023-12-24,EQ0039,Bulldozer 39,Bulldozer,Alignment Deviation (mm),0,0.5,-0.0,0.58,-0.03,0.22,-0.3,0.28,-0.18,True
SPC003229,2023-05-12,EQ0034,Bulldozer 34,Bulldozer,Weld Strength (MPa),450,30.0,457.98,16.03,460.72,463.7,465.04,451.42,449.01,True
SPC003230,2022-06-03,EQ0025,Excavator 25,Excavator,Bolt Torque (Nm),200,15.0,199.75,8.17,201.97,193.79,199.89,201.58,201.53,True
SPC003231,2022-01-27,EQ0001,Grader 1,Grader,Weld Strength (MPa),450,30.0,451.46,26.18,454.37,443.46,445.35,469.64,444.5,True
SPC003232,2024-02-28,EQ0023,Loader 23,Loader,Weld Strength (MPa),450,30.0,447.53,25.69,461.65,441.83,435.96,449.12,449.11,True
SPC003233,2023-11-29,EQ0035,Loader 35,Loader,Weld Strength (MPa),450,30.0,450.67,19.32,457.03,462.0,442.68,448.32,443.3,True
SPC003234,2024-12-16,EQ0022,Excavator 22,Excavator,Alignment Deviation (mm),0,0.5,-0.03,0.33,0.03,-0.08,-0.23,0.1,0.01,True
SPC003235,2023-10-01,EQ0019,Loader 19,Loader,Bolt Torque (Nm),200,15.0,199.21,12.38,198.88,194.47,196.79,206.85,199.08,True
SPC003236,2024-10-30,EQ0009,Dump Truck 9,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2993.21,77.04,3010.44,2940.06,3007.53,3017.1,2990.93,True
SPC003237,2023-03-25,EQ0041,Dump Truck 41,Dump Truck,Paint Thickness (microns),120,10.0,121.84,8.97,118.46,122.09,127.42,122.71,118.51,True
SPC003238,2024-07-15,EQ0014,Bulldozer 14,Bulldozer,Alignment Deviation (mm),0,0.5,0.01,0.48,-0.0,0.07,0.06,-0.27,0.21,True
SPC003239,2024-03-30,EQ0036,Bulldozer 36,Bulldozer,Weld Strength (MPa),450,30.0,451.14,16.46,454.28,449.28,457.76,453.07,441.3,True
SPC003240,2024-05-16,EQ0001,Grader 1,Grader,Weld Strength (MPa),450,30.0,453.61,18.29,447.29,449.34,449.06,456.76,465.58,True
SPC003241,2022-07-29,EQ0036,Bulldozer 36,Bulldozer,Weld Strength (MPa),450,30.0,440.25,28.89,452.79,436.36,423.9,447.25,440.93,True
SPC003242,2022-08-08,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3005.13,126.28,2931.65,2944.96,3050.63,3057.93,3040.49,True
SPC003243,2024-08-01,EQ0005,Loader 5,Loader,Weld Strength (MPa),450,30.0,448.02,19.53,438.37,440.04,457.06,457.9,446.74,True
SPC003244,2024-09-02,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,0.03,0.51,0.1,0.32,-0.1,0.04,-0.19,True
SPC003245,2023-06-28,EQ0033,Grader 33,Grader,Hydraulic Pressure (PSI),3000,150.0,2816.84,197.08,2790.75,2817.59,2748.03,2782.68,2945.12,False
SPC003246,2024-03-23,EQ0007,Crane 7,Crane,Alignment Deviation (mm),0,0.5,-0.01,0.54,0.04,0.21,-0.33,-0.12,0.14,True
SPC003247,2023-11-15,EQ0044,Loader 44,Loader,Hydraulic Pressure (PSI),3000,150.0,2952.21,150.84,2979.61,2873.8,3024.64,2911.89,2971.13,True
SPC003248,2024-01-28,EQ0028,Crane 28,Crane,Hydraulic Pressure (PSI),3000,150.0,2989.56,124.25,3053.36,3010.69,2929.11,2964.19,2990.43,True
SPC003249,2024-02-23,EQ0022,Excavator 22,Excavator,Bolt Torque (Nm),200,15.0,199.52,11.49,200.88,205.09,196.76,201.26,193.6,True
SPC003250,2023-01-23,EQ0050,Loader 50,Loader,Bolt Torque (Nm),200,15.0,201.4,13.42,201.6,195.76,200.36,200.12,209.17,True
SPC003251,2023-07-20,EQ0050,Loader 50,Loader,Alignment Deviation (mm),0,0.5,0.08,0.61,-0.06,0.02,-0.22,0.29,0.39,True
SPC003252,2024-11-28,EQ0042,Bulldozer 42,Bulldozer,Bolt Torque (Nm),200,15.0,196.58,11.14,200.84,189.71,196.36,196.7,199.27,True
SPC003253,2022-04-13,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,490.79,22.68,502.48,479.8,483.54,489.39,498.72,False
SPC003254,2023-06-30,EQ0019,Loader 19,Loader,Weld Strength (MPa),450,30.0,444.16,21.44,453.42,442.35,448.74,431.97,444.33,True
SPC003255,2022-07-26,EQ0032,Grader 32,Grader,Paint Thickness (microns),120,10.0,117.63,6.95,116.03,118.04,121.82,114.87,117.41,True
SPC003256,2024-04-08,EQ0030,Loader 30,Loader,Bolt Torque (Nm),200,15.0,198.29,5.56,196.09,197.59,196.0,201.56,200.23,True
SPC003257,2023-03-27,EQ0020,Crane 20,Crane,Paint Thickness (microns),120,10.0,121.03,2.93,120.4,123.02,120.09,120.15,121.48,True
SPC003258,2022-12-17,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,451.39,29.61,434.38,455.84,463.98,456.9,445.84,True
SPC003259,2023-08-13,EQ0027,Dump Truck 27,Dump Truck,Alignment Deviation (mm),0,0.5,-0.0,0.47,0.25,-0.22,-0.09,-0.07,0.11,True
SPC003260,2022-01-07,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,3040.23,93.95,2995.48,3048.06,3067.81,3089.42,3000.39,True
SPC003261,2024-09-03,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,118.65,7.48,115.69,122.24,120.08,120.47,114.75,True
SPC003262,2023-05-04,EQ0030,Loader 30,Loader,Weld Strength (MPa),450,30.0,450.98,38.95,437.88,440.24,459.87,440.1,476.83,True
SPC003263,2022-05-23,EQ0013,Grader 13,Grader,Weld Strength (MPa),450,30.0,445.28,19.53,445.24,451.63,442.82,453.11,433.58,True
SPC003264,2024-07-21,EQ0029,Bulldozer 29,Bulldozer,Weld Strength (MPa),450,30.0,466.18,75.81,473.39,493.89,486.54,458.98,418.09,False
SPC003265,2022-02-12,EQ0009,Dump Truck 9,Dump Truck,Weld Strength (MPa),450,30.0,459.17,18.58,450.39,466.78,468.11,449.53,461.07,False
SPC003266,2022-01-20,EQ0038,Loader 38,Loader,Alignment Deviation (mm),0,0.5,-0.07,0.34,-0.01,-0.24,-0.07,-0.11,0.1,True
SPC003267,2024-08-28,EQ0009,Dump Truck 9,Dump Truck,Alignment Deviation (mm),0,0.5,-0.0,0.54,0.32,-0.22,0.07,-0.0,-0.17,True
SPC003268,2023-05-22,EQ0048,Bulldozer 48,Bulldozer,Bolt Torque (Nm),200,15.0,197.42,10.15,203.57,193.42,196.36,195.2,198.58,True
SPC003269,2022-02-05,EQ0050,Loader 50,Loader,Alignment Deviation (mm),0,0.5,-0.02,0.26,-0.01,0.05,-0.16,0.1,-0.07,True
SPC003270,2023-08-19,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,449.12,15.67,456.59,450.69,440.92,445.04,452.34,True
SPC003271,2022-12-09,EQ0035,Loader 35,Loader,Weld Strength (MPa),450,30.0,450.06,15.02,453.87,444.41,442.02,457.04,452.94,True
SPC003272,2022-07-24,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,118.65,9.69,111.95,119.17,121.64,119.31,121.18,True
SPC003273,2023-11-19,EQ0028,Crane 28,Crane,Bolt Torque (Nm),200,15.0,199.15,6.25,199.02,202.95,196.7,199.44,197.63,True
SPC003274,2023-12-20,EQ0035,Loader 35,Loader,Alignment Deviation (mm),0,0.5,0.05,0.41,-0.13,0.05,0.1,0.29,-0.03,True
SPC003275,2024-09-23,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,120.27,5.91,120.02,120.85,119.84,123.27,117.36,True
SPC003276,2022-01-28,EQ0007,Crane 7,Crane,Paint Thickness (microns),120,10.0,117.39,10.88,116.23,116.0,122.52,111.64,120.56,True
SPC003277,2023-11-15,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,-0.03,0.49,0.26,-0.23,-0.21,0.03,-0.01,True
SPC003278,2024-09-18,EQ0031,Loader 31,Loader,Hydraulic Pressure (PSI),3000,150.0,3035.81,37.86,3039.74,3053.29,3022.75,3015.43,3047.84,True
SPC003279,2024-11-29,EQ0034,Bulldozer 34,Bulldozer,Hydraulic Pressure (PSI),3000,150.0,2993.39,71.29,2978.93,3034.32,2979.0,3011.66,2963.03,True
SPC003280,2024-04-20,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,445.37,24.84,440.28,444.32,431.92,453.59,456.76,True
SPC003281,2022-10-18,EQ0010,Excavator 10,Excavator,Paint Thickness (microns),120,10.0,120.6,8.24,120.48,125.35,118.34,121.75,117.11,True
SPC003282,2023-05-16,EQ0037,Dump Truck 37,Dump Truck,Alignment Deviation (mm),0,0.5,-0.09,0.36,-0.28,-0.11,-0.1,-0.02,0.08,True
SPC003283,2024-06-01,EQ0034,Bulldozer 34,Bulldozer,Paint Thickness (microns),120,10.0,118.9,5.89,117.27,121.9,116.02,119.96,119.37,True
SPC003284,2022-07-02,EQ0026,Grader 26,Grader,Weld Strength (MPa),450,30.0,485.58,12.53,480.93,486.82,487.7,479.97,492.49,False
SPC003285,2024-07-09,EQ0050,Loader 50,Loader,Alignment Deviation (mm),0,0.5,0.01,0.8,0.06,0.45,-0.35,-0.3,0.21,True
SPC003286,2023-12-16,EQ0002,Grader 2,Grader,Paint Thickness (microns),120,10.0,119.11,8.59,121.78,113.67,117.99,119.84,122.26,True
SPC003287,2024-05-04,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,120.97,6.67,121.25,121.04,118.34,125.0,119.22,True
SPC003288,2022-03-26,EQ0032,Grader 32,Grader,Alignment Deviation (mm),0,0.5,0.03,0.3,-0.03,0.14,-0.09,0.21,-0.06,True
SPC003289,2023-12-05,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,0.04,0.17,-0.05,0.04,0.12,0.01,0.11,True
SPC003290,2024-07-20,EQ0005,Loader 5,Loader,Alignment Deviation (mm),0,0.5,0.14,0.39,0.19,0.32,0.08,0.2,-0.06,False
SPC003291,2022-01-18,EQ0011,Bulldozer 11,Bulldozer,Bolt Torque (Nm),200,15.0,218.24,10.72,211.98,218.14,218.34,222.71,220.04,False
SPC003292,2023-08-17,EQ0017,Loader 17,Loader,Alignment Deviation (mm),0,0.5,0.11,0.56,0.06,0.41,-0.15,0.17,0.05,True
SPC003293,2022-11-30,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,120.25,9.32,120.77,123.62,120.39,122.19,114.3,True
SPC003294,2022-05-13,EQ0024,Dump Truck 24,Dump Truck,Paint Thickness (microns),120,10.0,123.55,5.0,122.1,126.41,122.06,125.77,121.41,True
SPC003295,2022-03-25,EQ0033,Grader 33,Grader,Weld Strength (MPa),450,30.0,457.44,11.87,461.53,454.52,460.22,461.27,449.66,True
SPC003296,2022-09-10,EQ0005,Loader 5,Loader,Hydraulic Pressure (PSI),3000,150.0,3011.21,67.46,2984.7,3047.23,3010.0,2979.77,3034.37,True
SPC003297,2022-01-11,EQ0044,Loader 44,Loader,Bolt Torque (Nm),200,15.0,196.33,7.54,196.21,198.24,190.84,198.38,197.96,True
SPC003298,2022-01-02,EQ0041,Dump Truck 41,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2992.77,49.99,3007.58,2996.91,2970.24,2969.57,3019.56,True
SPC003299,2023-12-19,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,120.44,9.14,119.4,125.65,121.59,116.51,119.06,True
SPC003300,2024-10-25,EQ0022,Excavator 22,Excavator,Alignment Deviation (mm),0,0.5,0.07,0.37,-0.05,0.29,0.27,-0.08,-0.08,True
SPC003301,2022-06-26,EQ0032,Grader 32,Grader,Paint Thickness (microns),120,10.0,120.0,6.4,122.12,116.23,122.63,117.87,121.18,True
SPC003302,2023-02-07,EQ0040,Crane 40,Crane,Bolt Torque (Nm),200,15.0,199.6,16.15,204.78,201.88,199.63,203.11,188.63,True
SPC003303,2022-06-15,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,119.39,5.86,119.64,115.91,121.76,120.56,119.08,True
SPC003304,2024-08-27,EQ0029,Bulldozer 29,Bulldozer,Paint Thickness (microns),120,10.0,119.17,7.77,120.94,117.11,123.15,119.25,115.38,True
SPC003305,2024-03-02,EQ0026,Grader 26,Grader,Bolt Torque (Nm),200,15.0,194.32,11.37,189.97,199.88,193.66,199.57,188.5,True
SPC003306,2022-07-20,EQ0018,Grader 18,Grader,Paint Thickness (microns),120,10.0,120.66,22.16,110.74,119.63,132.9,121.43,118.59,False
SPC003307,2024-06-11,EQ0045,Crane 45,Crane,Paint Thickness (microns),120,10.0,120.81,8.21,120.16,117.04,121.54,125.24,120.09,True
SPC003308,2022-10-13,EQ0045,Crane 45,Crane,Weld Strength (MPa),450,30.0,450.2,25.46,444.06,448.58,453.44,439.72,465.18,True
SPC003309,2024-05-02,EQ0015,Bulldozer 15,Bulldozer,Alignment Deviation (mm),0,0.5,0.12,0.31,0.11,-0.01,0.07,0.12,0.3,True
SPC003310,2023-09-17,EQ0040,Crane 40,Crane,Hydraulic Pressure (PSI),3000,150.0,2991.38,85.94,3030.58,2958.32,2955.03,2971.97,3040.97,True
SPC003311,2024-08-02,EQ0033,Grader 33,Grader,Alignment Deviation (mm),0,0.5,-0.04,0.2,-0.14,0.06,-0.07,-0.09,0.02,True
SPC003312,2024-06-13,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,2976.01,76.07,2941.21,2974.59,3017.28,2961.41,2985.55,True
SPC003313,2024-06-24,EQ0040,Crane 40,Crane,Paint Thickness (microns),120,10.0,121.33,8.37,124.82,122.91,122.83,116.45,119.64,True
SPC003314,2024-01-03,EQ0048,Bulldozer 48,Bulldozer,Bolt Torque (Nm),200,15.0,196.1,15.81,197.63,192.46,206.31,190.5,193.62,True
SPC003315,2024-08-13,EQ0025,Excavator 25,Excavator,Bolt Torque (Nm),200,15.0,221.73,15.96,219.73,229.42,213.45,228.83,217.24,False
SPC003316,2024-05-12,EQ0038,Loader 38,Loader,Hydraulic Pressure (PSI),3000,150.0,3002.93,137.3,3055.87,3031.84,3041.32,2918.57,2967.02,True
SPC003317,2023-09-12,EQ0046,Excavator 46,Excavator,Weld Strength (MPa),450,30.0,454.0,22.33,448.29,452.89,466.62,457.92,444.29,True
SPC003318,2024-02-04,EQ0018,Grader 18,Grader,Weld Strength (MPa),450,30.0,450.08,15.84,455.12,454.79,447.26,439.27,453.95,True
SPC003319,2023-08-24,EQ0004,Excavator 4,Excavator,Hydraulic Pressure (PSI),3000,150.0,2997.46,80.87,3030.54,2963.32,3034.24,2953.37,3005.85,True
SPC003320,2024-03-15,EQ0002,Grader 2,Grader,Weld Strength (MPa),450,30.0,449.9,28.62,452.29,448.16,435.89,464.51,448.64,True
SPC003321,2022-01-13,EQ0006,Dump Truck 6,Dump Truck,Bolt Torque (Nm),200,15.0,200.74,3.12,201.32,198.94,200.48,200.89,202.06,True
SPC003322,2024-11-26,EQ0002,Grader 2,Grader,Bolt Torque (Nm),200,15.0,200.51,10.38,196.01,204.68,194.64,205.02,202.18,True
